Timestamp,Channel_0,Channel_1,Channel_2,Channel_3,Channel_4,Channel_5,Channel_6,Channel_7
0.0,408.0,329.58984375,623.53515625,177.24609375,966.30859375,0.0,1731694526.7690258,0.0
0.003921102661596958,408.0,268.5546875,856.4453125,491.2109375,966.30859375,0.0,1731694526.7727077,0.0
0.007842205323193916,408.0,-228.515625,673.828125,115.72265625,966.30859375,0.0,1731694526.7763898,0.0
0.011763307984790874,408.0,-341.30859375,231.93359375,-377.9296875,980.95703125,0.0,1731694526.780072,0.0
0.01568441064638783,408.0,74.21875,441.89453125,-37.59765625,906.25,0.0,1731694526.7837539,0.0
0.01960551330798479,408.0,252.44140625,867.67578125,540.0390625,-958.49609375,0.0,1731694526.787436,0.0
0.02352661596958175,408.0,-45.8984375,711.42578125,305.6640625,810.546875,0.0,1731694526.7911181,0.0
0.027447718631178706,408.0,-262.6953125,150.87890625,-343.75,-792.96875,0.0,1731694526.7948,0.0
0.03136882129277566,408.0,-62.98828125,347.65625,-134.765625,-301.7578125,0.0,1731694526.7984822,0.0
0.03528992395437262,408.0,207.03125,929.19921875,759.765625,-741.69921875,0.0,1731694526.8021643,0.0
0.03921102661596958,408.0,-92.28515625,972.65625,798.33984375,147.4609375,0.0,1731694526.8058462,0.0
0.04313212927756654,408.0,-456.0546875,445.80078125,-61.03515625,-1000.0,0.0,1731694526.8095284,0.0
0.0470532319391635,409.0,-245.1171875,-246.58203125,-572.75390625,-979.00390625,0.0,1731694526.812039,0.0
0.05097433460076045,409.0,95.21484375,357.421875,281.73828125,-973.14453125,0.0,1731694526.8145494,0.0
0.05489543726235741,409.0,-59.08203125,-854.4921875,-951.171875,-1000.0,0.0,1731694526.8170602,0.0
0.058816539923954365,409.0,-509.27734375,489.74609375,194.3359375,-1000.0,0.0,1731694526.8195708,0.0
0.06273764258555133,409.0,-546.38671875,48.828125,-288.57421875,-1000.0,0.0,1731694526.8220813,0.0
0.06665874524714828,409.0,-185.05859375,717.28515625,521.484375,-1000.0,0.0,1731694526.824592,0.0
0.07057984790874525,409.0,-125.0,-869.62890625,-925.29296875,-1000.0,0.0,1731694526.8271027,0.0
0.0745009505703422,409.0,-531.25,462.40234375,307.12890625,-1000.0,0.0,1731694526.8296132,0.0
0.07842205323193915,409.0,-753.90625,-225.09765625,-416.50390625,-1000.0,0.0,1731694526.8321238,0.0
0.08234315589353612,409.0,-506.34765625,598.6328125,442.87109375,-1000.0,0.0,1731694526.8346343,0.0
0.08626425855513307,409.0,-223.14453125,-849.12109375,-861.328125,-1000.0,0.0,1731694526.837145,0.0
0.09018536121673003,409.0,-375.48828125,544.43359375,558.59375,-927.24609375,0.0,1731694526.8396556,0.0
0.094106463878327,410.0,-646.484375,-236.81640625,-273.92578125,-1000.0,0.0,1731694526.8447194,0.0
0.09802756653992395,410.0,-539.0625,534.66796875,428.22265625,-490.234375,0.0,1731694526.849783,0.0
0.1019486692015209,410.0,-205.56640625,-939.453125,-941.40625,976.07421875,0.0,1731694526.8548467,0.0
0.10586977186311786,410.0,-332.51953125,866.2109375,870.60546875,999.51171875,0.0,1731694526.8599105,0.0
0.10979087452471482,410.0,-682.6171875,704.1015625,599.609375,-75.68359375,0.0,1731694526.864974,0.0
0.11371197718631178,410.0,-578.61328125,714.84375,658.203125,433.10546875,0.0,1731694526.8700378,0.0
0.11763307984790873,410.0,-302.734375,-976.5625,-991.69921875,-874.51171875,0.0,1731694526.8751016,0.0
0.1215541825095057,410.0,-336.9140625,670.8984375,820.80078125,904.296875,0.0,1731694526.880165,0.0
0.12547528517110265,410.0,-704.58984375,426.7578125,651.85546875,977.05078125,0.0,1731694526.8852289,0.0
